problem,instance,config_id,seed,status,legal,formal_audit_match,area,aspect_ratio,HPWL,first_feasible_time,evaluations,runtime_seconds,evaluations_per_second,layout_path
Q1,n300,Q1-G,3324,success,True,True,439680.0,190.83333333333334,0,,1,159.4684916000001,0.0062708312467664885,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3324/layout.json
Q1,n300,Q1-G,3325,success,True,True,439680.0,190.83333333333334,0,,1,154.76383150000038,0.006461458018374258,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3325/layout.json
Q1,n300,Q1-G,3326,success,True,True,439680.0,190.83333333333334,0,,1,151.91186469999957,0.006582764302017042,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3326/layout.json
Q1,n300,Q1-G,3327,success,True,True,439680.0,190.83333333333334,0,,1,153.23704099999986,0.006525837313707989,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3327/layout.json
Q1,n300,Q1-G,3328,success,True,True,439680.0,190.83333333333334,0,,1,151.30218009999953,0.006609290093104237,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3328/layout.json
Q1,n300,Q1-G,3329,success,True,True,439680.0,190.83333333333334,0,,1,153.31686179999997,0.0065224397907680115,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3329/layout.json
Q1,n300,Q1-G,3330,success,True,True,439680.0,190.83333333333334,0,,1,152.72982839999986,0.006547509484401417,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3330/layout.json
Q1,n300,Q1-SP,3301,timeout,True,True,358392.0,1.1934306569343065,0,,14141,600.0094791000001,23.56796099490155,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3301/layout.json
Q1,n300,Q1-SP,3302,timeout,True,True,371956.0,1.040133779264214,0,,14182,600.0206241999999,23.635854215692476,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3302/layout.json
Q1,n300,Q1-SP,3303,timeout,True,True,363285.0,1.0615384615384615,0,,14253,600.0073878000003,23.75470750828644,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3303/layout.json
Q1,n300,Q1-SP,3304,timeout,True,True,366520.0,1.035294117647059,0,,14067,600.0284239000002,23.443889388720663,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3304/layout.json
Q1,n300,Q1-SP,3305,timeout,True,True,364718.0,1.0916955017301038,0,,14167,600.0087707000002,23.611321520303893,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3305/layout.json
Q1,n300,Q1-SP,3306,timeout,True,True,355524.0,1.1377459749552772,0,,14250,600.0244847000004,23.749030853507087,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3306/layout.json
Q1,n300,Q1-SP,3307,timeout,True,True,363560.0,1.023489932885906,0,,14249,600.0181866000003,23.747613519419936,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3307/layout.json
Q1,n300,Q1-SP,3308,timeout,True,True,370678.0,1.0981067125645438,0,,14236,600.0251226,23.725673249002057,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3308/layout.json
Q1,n300,Q1-SP,3309,timeout,True,True,355448.0,1.1095406360424027,0,,13993,600.0295809999998,23.32051692631468,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3309/layout.json
Q1,n300,Q1-SP,3310,timeout,True,True,366030.0,1.0843373493975903,0,,13854,600.0125155999995,23.089518368039876,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3310/layout.json
Q1,n300,Q1-SP,3311,timeout,True,True,356448.0,1.1205673758865249,0,,13411,600.0072903999999,22.35139508231549,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3311/layout.json
Q1,n300,Q1-SP,3312,timeout,True,True,376002.0,1.0656565656565657,0,,13453,600.0104419999998,22.42127646171865,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3312/layout.json
Q1,n300,Q1-SP,3313,timeout,True,True,356874.0,1.0392491467576792,0,,13320,600.0081619999992,22.1996980101081,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3313/layout.json
Q1,n300,Q1-SP,3314,timeout,True,True,352787.0,1.0238500851788757,0,,13258,600.040919,22.095159813592645,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3314/layout.json
Q1,n300,Q1-SP,3315,timeout,True,True,370734.0,1.0945017182130585,0,,13461,600.0393893999999,22.433527261368823,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3315/layout.json
Q1,n300,Q1-SP,3316,timeout,True,True,356153.0,1.0550774526678142,0,,13399,600.0035104999997,22.331536008571412,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3316/layout.json
Q1,n300,Q1-SP,3317,timeout,True,True,372745.0,1.081771720613288,0,,13124,600.0305816999999,21.87221851729162,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3317/layout.json
Q1,n300,Q1-SP,3318,timeout,True,True,358317.0,1.076256499133449,0,,13309,600.0072156999995,22.181399909454473,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3318/layout.json
Q1,n300,Q1-SP,3319,timeout,True,True,365001.0,1.111692844677138,0,,13721,600.0019825999998,22.86825776898692,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3319/layout.json
Q1,n300,Q1-SP,3320,timeout,True,True,361563.0,1.1012216404886561,0,,13627,600.0342277,22.71037112705029,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3320/layout.json
Q1,n300,Q1-SP,3321,timeout,True,True,355812.0,1.0016778523489933,0,,13750,600.0167074999999,22.916028550754984,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3321/layout.json
Q1,n300,Q1-SP,3322,timeout,True,True,361920.0,1.0758620689655172,0,,13672,600.0406513999997,22.785122921423465,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3322/layout.json
Q1,n300,Q1-SP,3323,timeout,True,True,369408.0,1.054054054054054,0,,13750,600.0120847999997,22.91620510374095,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3323/layout.json
Q1,n300,Q1-SP,3324,timeout,True,True,363372.0,1.1342756183745584,0,,13654,600.0387457000006,22.75519722325822,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3324/layout.json
Q1,n300,Q1-SP,3325,timeout,True,True,352656.0,1.1326164874551972,0,,13120,600.0500174999997,21.864843958612177,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3325/layout.json
