phase,dead_space_ratio,outline_side,cold_success_rate,robust,layout_path,seed,mode,status,legal,HPWL,runtime,evaluations,proposals,accepted,restarts_completed,first_feasible_evaluation,first_feasible_time,formal_audit_match,error
threshold,0.065625,437.3565514828834,1.0,True,,1108,cold,timeout,True,262747.5,60.00082140001177,23106,22702,1625,4,1,0.019710799999302253,True,
threshold,0.065625,437.3565514828834,1.0,True,,1109,cold,timeout,True,248984.0,60.001931399994646,22924,22520,1731,4,1,0.01986879999458324,True,
threshold,0.065625,437.3565514828834,1.0,True,,1110,cold,timeout,True,248106.5,60.00008979999984,23057,22653,1505,4,1,0.019906599991372786,True,
threshold,0.0609375,436.39356341208793,0.0,False,,1101,warm,no_feasible,False,248106.5,60.000881699990714,25770,25366,3403,4,,,True,
threshold,0.0609375,436.39356341208793,0.0,False,,1101,cold,no_feasible,False,312950.0,60.00037330000487,21967,21664,3462,3,,,True,
threshold,0.0609375,436.39356341208793,0.0,False,,1102,cold,no_feasible,False,305109.5,60.00159599998733,22016,21713,3801,3,,,True,
threshold,0.0609375,436.39356341208793,0.0,False,,1103,cold,no_feasible,False,307756.0,60.00066629999492,21907,21604,3436,3,,,True,
threshold,0.0609375,436.39356341208793,0.0,False,,1104,cold,no_feasible,False,315545.5,60.00235390001035,22057,21754,3474,3,,,True,
threshold,0.0609375,436.39356341208793,0.0,False,,1105,cold,no_feasible,False,315553.0,60.00133210000058,22078,21775,3466,3,,,True,
threshold,0.0609375,436.39356341208793,0.0,False,,1106,cold,no_feasible,False,304930.5,60.00196780000988,22547,22197,3727,4,,,True,
threshold,0.0609375,436.39356341208793,0.0,False,,1107,cold,no_feasible,False,313996.0,60.00018089999503,21884,21581,3681,3,,,True,
threshold,0.0609375,436.39356341208793,0.0,False,,1108,cold,no_feasible,False,304432.5,60.00009839999257,22135,21832,3576,3,,,True,
threshold,0.0609375,436.39356341208793,0.0,False,,1109,cold,no_feasible,False,298309.5,60.00143489999755,22279,21976,3504,3,,,True,
threshold,0.0609375,436.39356341208793,0.0,False,,1110,cold,no_feasible,False,318569.0,60.000470900005894,22156,21853,3382,3,,,True,
final,0.065625,,,,,1101,final_cold,timeout,True,262820.5,60.001438299994334,22666,22262,1329,4,1,0.023112999988370575,True,
final,0.065625,,,,,1102,final_cold,timeout,True,253665.5,60.00113639999472,22867,22463,1459,4,1,0.019557899999199435,True,
final,0.065625,,,,,1103,final_cold,timeout,True,253546.5,60.000540699998965,22849,22445,1168,4,1,0.019928800000343472,True,
final,0.065625,,,,,1104,final_cold,timeout,True,262875.0,60.00145599999814,22739,22335,1381,4,1,0.01916460000211373,True,
final,0.065625,,,,,1105,final_cold,timeout,True,262747.5,60.001484200009145,22528,22197,1581,4,1,0.020663100003730506,True,
final,0.065625,,,,,1106,final_cold,timeout,True,262820.5,60.00119409999752,22628,22224,1321,4,1,0.022134799990453757,True,
final,0.065625,,,,,1107,final_cold,timeout,True,250576.5,60.00183959999413,22888,22484,1035,4,1,0.01931349998631049,True,
final,0.065625,,,,,1108,final_cold,timeout,True,262747.5,60.00022980000358,22886,22482,1585,4,1,0.019718300012755208,True,
final,0.065625,,,,,1109,final_cold,timeout,True,248984.0,60.00664490000054,22501,22197,1676,4,1,0.022431999997934327,True,
final,0.065625,,,,outputs/q3/_runtime/v2_n100/n100/v2_n100_q3_cont_r/layout.json,1110,final_cold,timeout,True,248106.5,60.00010839999595,22781,22377,1482,4,1,0.02034329999878537,True,
